SSC,FLT,ORG,DES,STD,STA,FLO,MON,TUE,WED,THU,FRI,SAT,SUN,FSD,FED,IRR
S19,J1247,ARP3,ARP1,17:00,18:10,J,,,,,Y,Y,,20190524,20191026,N
S19,J1247,ARP3,ARP1,17:00,18:10,J,Y,Y,Y,Y,,,Y,20190520,20191024,N
S19,J1335,ARP9,ARP1,17:05,18:05,J,,,,,Y,,Y,20190331,20191025,N
S19,J1252,ARP1,ARP3,17:10,18:20,J,,Y,,Y,,Y,,20190521,20191026,N
S19,J1336,ARP1,ARP9,17:10,18:10,J,,,,Y,,Y,,20190404,20191026,N
S19,J1538,ARP1,ARP11,17:10,18:05,J,,,,,Y,,,20190503,20191025,N
S19,J1538,ARP1,ARP11,17:10,18:05,J,,,,,,,Y,20190505,20191020,N
S19,J1610,ARP1,ARP5,17:10,18:10,J,Y,Y,Y,Y,Y,,,20190401,20191025,N
S19,J1206,ARP1,ARP3,7:20,8:30,J,Y,Y,Y,Y,Y,Y,Y,20190514,20190728,N
S19,J1205,ARP3,ARP1,7:00,8:10,J,Y,Y,Y,,,Y,,20190729,20190803,N
S19,J1205,ARP3,ARP1,7:00,8:10,J,Y,Y,Y,,Y,Y,Y,20190520,20190728,N
S19,I1305,ARP1,ARP3,7:05,8:20,I,Y,Y,Y,Y,Y,,,20190331,20191026,N
S19,I1302,ARP3,ARP1,7:05,8:10,I,Y,Y,Y,Y,Y,Y,Y,20190901,20191026,N
S19,B1891,ARP1,ARP5,7:10,8:10,B,Y,Y,Y,Y,,Y,Y,20190331,20191026,N
S19,H1201,ARP2,ARP1,7:10,8:05,H,Y,Y,Y,Y,Y,Y,Y,20190331,20190704,N
S19,J1534,ARP1,ARP11,7:20,8:15,J,Y,,,,,,,20190520,20190724,N
S19,B1013,ARP1,ARP3,7:20,8:30,B,Y,Y,Y,Y,,Y,Y,20190331,20191026,N
S19,J1206,ARP1,ARP3,7:20,8:30,J,,,,,Y,,,20190802,20191025,N
S19,J1206,ARP1,ARP3,7:20,8:30,J,Y,Y,Y,Y,,Y,Y,20190729,20191026,N
S19,J1534,ARP1,ARP11,7:20,8:15,J,,Y,Y,Y,Y,,,20190402,20190724,N
S19,J1215,ARP3,ARP1,10:35,11:45,J,Y,,,,,,,20190520,20190729,N
S19,J1215,ARP3,ARP1,10:35,11:45,J,Y,,,,Y,,,20190805,20191025,N
S19,H1106,ARP3,ARP1,10:35,11:45,H,Y,Y,Y,Y,,,,20190331,20190808,N
S19,J1215,ARP3,ARP1,10:35,11:45,J,,,,,Y,,,20190524,20190802,N
S19,J1109,ARP2,ARP1,10:40,11:40,J,Y,Y,Y,Y,,Y,,20190805,20190831,N
S19,J1109,ARP2,ARP1,10:40,11:40,J,,,,,Y,,,20190809,20190830,N
S19,J1109,ARP2,ARP1,10:40,11:40,J,Y,Y,Y,,,Y,,20190902,20191026,N
S19,A1935,ARP1,ARP3,10:40,11:50,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1109,ARP2,ARP1,10:40,11:40,J,,,,Y,Y,,,20190905,20191025,N
S19,J1218,ARP1,ARP3,10:40,11:50,J,,,,,Y,Y,Y,20190524,20191026,N
S19,J1218,ARP1,ARP3,10:40,11:50,J,Y,Y,Y,Y,,,,20190520,20191024,N
S19,J1109,ARP2,ARP1,10:40,11:40,J,,,,Y,Y,,,20190801,20190802,N
S19,J1109,ARP2,ARP1,10:40,11:40,J,Y,Y,Y,,,Y,,20190729,20190803,N
S19,J1109,ARP2,ARP1,10:40,11:40,J,Y,Y,Y,,Y,Y,,20190520,20190727,N
S19,J1109,ARP2,ARP1,10:40,11:40,J,,,,Y,,,,20190523,20190725,N
S19,J1217,ARP3,ARP1,10:45,11:55,J,,,,,Y,,Y,20190331,20191025,N
S19,H1108,ARP3,ARP1,10:50,12:00,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1336,ARP1,ARP9,17:10,18:10,J,Y,Y,Y,,,,,20190401,20191023,N
S19,H1122,ARP3,ARP1,17:20,18:30,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1331,ARP1,ARP3,17:20,18:30,I,Y,Y,,Y,Y,Y,Y,20190331,20191026,N
S19,A1708,ARP8,ARP1,17:20,18:10,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1964,ARP3,ARP1,17:20,18:30,A,Y,,,Y,,,,20190331,20191026,N
S19,J1249,ARP3,ARP1,17:20,18:30,J,,,Y,,,Y,,20190731,20191026,N
S19,J1249,ARP3,ARP1,17:20,18:30,J,,,Y,,,,,20190522,20190724,N
S19,J1249,ARP3,ARP1,17:20,18:30,J,Y,,,,Y,Y,,20190520,20190802,N
S19,J1249,ARP3,ARP1,17:20,18:30,J,Y,,,,Y,,,20190805,20191025,N
S19,J1539,ARP11,ARP1,17:25,18:20,J,Y,Y,Y,Y,,Y,,20190429,20191026,N
S19,L1727,ARP1,ARP3,17:25,18:35,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1823,ARP1,ARP2,17:30,18:25,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,F1222,ARP3,ARP1,17:35,18:45,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1305,ARP1,ARP3,7:25,8:40,I,,,,,,Y,Y,20190331,20191026,N
S19,A1913,ARP1,ARP3,7:25,8:35,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1334,ARP1,ARP9,7:30,8:30,J,,,,,Y,,,20190405,20191018,N
S19,J1334,ARP1,ARP9,7:30,8:30,J,,,,,,,Y,20190331,20191020,N
S19,B1803,ARP1,ARP2,7:30,8:25,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1202,ARP1,ARP2,7:35,8:30,H,Y,Y,Y,Y,Y,Y,Y,20190504,20190704,N
S19,H1140,ARP3,ARP1,7:40,8:50,H,Y,,Y,Y,Y,,Y,20190525,20191026,N
S19,H1105,ARP1,ARP3,7:40,8:50,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1027,ARP1,ARP3,7:45,8:55,B,,,,,,Y,,20190331,20191026,N
S19,B1027,ARP1,ARP3,7:45,8:55,B,,,Y,,,,,20190331,20191026,N
S19,I1304,ARP3,ARP1,7:55,9:15,I,,,,,,Y,,20190331,20191026,N
S19,F1281,ARP1,ARP3,7:55,9:05,F,,Y,Y,Y,,Y,,20190627,20190831,N
S19,I1313,ARP1,ARP3,10:55,12:05,I,Y,Y,Y,Y,Y,Y,Y,20190331,20190831,N
S19,A1406,ARP3,ARP1,10:55,12:05,A,,,,,,,Y,20190428,20191026,N
S19,F1211,ARP1,ARP3,10:55,12:05,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1711,ARP1,ARP3,10:55,12:05,L,,,Y,,,,,20190331,20191026,N
S19,J1112,ARP1,ARP2,11:00,12:05,J,Y,Y,Y,,Y,Y,Y,20190729,20190804,N
S19,J1112,ARP1,ARP2,11:00,12:05,J,Y,Y,Y,Y,Y,Y,Y,20190805,20191026,N
S19,A1704,ARP8,ARP1,11:00,11:55,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1112,ARP1,ARP2,11:00,12:05,J,,,,Y,,,,20190801,20190801,N
S19,B1808,ARP2,ARP1,11:00,11:55,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1112,ARP1,ARP2,11:00,12:05,J,Y,Y,Y,Y,Y,Y,Y,20190331,20190728,N
S19,J1220,ARP1,ARP3,11:05,12:15,J,,,,,Y,,,20190524,20191025,N
S19,J1220,ARP1,ARP3,11:05,12:15,J,Y,Y,Y,Y,,Y,Y,20190520,20191026,N
S19,A1405,ARP1,ARP3,11:10,12:20,A,Y,,,,,,,20190428,20191026,N
S19,J1219,ARP3,ARP1,11:10,12:20,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1941,ARP1,ARP3,11:15,12:25,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1142,ARP3,ARP1,11:15,12:25,H,Y,,Y,Y,Y,,Y,20190525,20191026,N
S19,J1222,ARP1,ARP3,11:20,12:30,J,,Y,,Y,,,,20190425,20190806,N
S19,J1123,ARP2,ARP1,17:40,18:40,J,,Y,Y,Y,Y,,,20190402,20190726,N
S19,J1123,ARP2,ARP1,17:40,18:40,J,Y,,,Y,,,Y,20190729,20191020,N
S19,J1123,ARP2,ARP1,17:40,18:40,J,,Y,Y,,Y,,,20190730,20191023,N
S19,J1123,ARP2,ARP1,17:40,18:40,J,Y,,,,,,Y,20190331,20190728,N
S19,L1729,ARP1,ARP3,17:40,18:50,L,,Y,,Y,,Y,,20190331,20191026,N
S19,A1972,ARP3,ARP1,17:40,18:50,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1332,ARP3,ARP1,17:45,19:00,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1973,ARP1,ARP3,17:50,19:00,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1124,ARP3,ARP1,17:50,19:00,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1736,ARP9,ARP1,17:50,18:45,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1411,ARP1,ARP3,17:55,19:00,A,Y,,,,,,,20190428,20191026,N
S19,J1126,ARP1,ARP2,18:00,19:05,J,,,,,,,Y,20190331,20191020,N
S19,B1822,ARP2,ARP1,18:00,18:55,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1126,ARP1,ARP2,18:00,19:05,J,Y,Y,Y,Y,Y,Y,,20190401,20191026,N
S19,J1251,ARP3,ARP1,18:00,19:10,J,Y,,,,,,,20190701,20190729,N
S19,J1251,ARP3,ARP1,18:05,19:15,J,Y,,,Y,,,Y,20190805,20191020,N
S19,B1201,ARP4,ARP3,7:30,8:30,B,Y,,,,Y,,Y,20190430,20191026,N
S19,H1876,ARP3,ARP6,17:15,18:25,H,Y,Y,Y,Y,Y,Y,Y,20190503,20191026,Y
S19,H1875,ARP6,ARP3,19:00,20:10,H,Y,Y,Y,Y,Y,Y,Y,20190503,20191026,Y
S19,J1267,ARP3,ARP1,21:05,22:15,J,,,,,,,Y,20190922,20191020,N
S19,J1267,ARP3,ARP1,21:05,22:15,J,Y,Y,Y,Y,Y,Y,,20190916,20191025,N
S19,J1267,ARP3,ARP1,21:05,22:15,J,,,,,,Y,Y,20190914,20190915,N
S19,J1267,ARP3,ARP1,21:05,22:15,J,,,,,,,Y,20190901,20190908,N
S19,J1267,ARP3,ARP1,21:05,22:15,J,Y,Y,Y,Y,Y,Y,,20190826,20190913,N
S19,J1267,ARP3,ARP1,21:05,22:15,J,Y,Y,Y,Y,Y,,,20190729,20190823,N
S19,J1267,ARP3,ARP1,21:05,22:15,J,,,,,,Y,Y,20190803,20190825,N
S19,H1130,ARP3,ARP1,21:05,22:15,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1270,ARP1,ARP3,21:10,22:20,J,,,,,Y,,,20190405,20191025,N
S19,H1158,ARP3,ARP1,21:10,22:20,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1998,ARP3,ARP1,21:10,22:20,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1338,ARP3,ARP1,21:10,22:20,I,Y,Y,Y,Y,Y,Y,Y,20190610,20191026,N
S19,F1232,ARP3,ARP1,21:15,22:25,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1134,ARP3,ARP1,21:20,22:30,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1014,ARP3,ARP1,21:20,22:30,B,,,Y,,,Y,Y,20190331,20191026,N
S19,A1995,ARP1,ARP3,21:20,22:30,A,Y,Y,Y,Y,,Y,,20190331,20191026,N
S19,A1995,ARP1,ARP3,21:20,22:30,A,,,,,Y,,Y,20190331,20191026,N
S19,F1282,ARP3,ARP1,21:25,22:35,F,Y,Y,Y,Y,Y,Y,Y,20190626,20190830,N
S19,B1831,ARP1,ARP2,21:30,22:25,B,,,,,Y,,Y,20190331,20191026,N
S19,B1830,ARP2,ARP1,21:30,22:25,B,,,,,Y,,Y,20190331,20191026,N
S19,B1851,ARP1,ARP4,6:50,7:50,B,Y,Y,,Y,Y,Y,Y,20190515,20191026,N
S19,J1835,ARP3,ARP12,13:00,14:00,J,Y,,,,,,,20190331,20191021,N
S19,J1834,ARP12,ARP3,14:40,15:40,J,Y,,,,,,,20190331,20191021,N
S19,J1335,ARP9,ARP1,10:20,11:20,J,Y,Y,Y,Y,,Y,,20190617,20191026,N
S19,J1934,ARP9,ARP3,9:10,10:19,J,,,,,Y,,Y,20190617,20191026,N
S19,I1565,ARP2,ARP3,14:05,15:00,I,,,,,,Y,,20190624,20191026,N
S19,H1503,ARP2,ARP3,8:05,9:05,H,Y,,Y,,Y,,Y,20190705,20191026,N
S19,L1813,ARP4,ARP3,15:30,16:30,L,,,,,Y,,,20190723,20190831,Y
S19,J1534,ARP1,ARP11,7:20,8:15,J,Y,,,,,,,20190725,20191021,N
S19,J1534,ARP1,ARP11,7:20,8:15,J,,Y,Y,Y,Y,,,20190725,20191025,N
S19,J1534,ARP1,ARP11,7:20,8:15,J,Y,Y,Y,Y,Y,,,20190725,20190731,N
S19,J1535,ARP11,ARP1,9:00,9:55,J,Y,Y,Y,Y,Y,,,20190725,20190731,N
S19,M1362,ARP3,ARP10,11:55,13:15,M,Y,Y,Y,Y,,,Y,20190701,20190731,N
S19,J1259,ARP3,ARP1,19:00,20:10,J,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1335,ARP1,ARP3,19:05,20:15,I,Y,Y,Y,Y,Y,Y,Y,20190610,20191026,N
S19,H1129,ARP1,ARP3,19:05,20:15,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1262,ARP1,ARP3,19:10,20:20,J,,,,,,,Y,20190922,20191020,N
S19,J1262,ARP1,ARP3,19:10,20:20,J,,,,,,Y,Y,20190914,20190915,N
S19,J1262,ARP1,ARP3,19:10,20:20,J,Y,Y,Y,Y,Y,Y,,20190916,20191026,N
S19,J1262,ARP1,ARP3,19:10,20:20,J,Y,Y,Y,Y,Y,Y,Y,20190520,20190803,N
S19,J1262,ARP1,ARP3,19:10,20:20,J,,,,,,,Y,20190804,20190908,N
S19,J1262,ARP1,ARP3,19:10,20:20,J,Y,Y,Y,Y,Y,Y,,20190805,20190913,N
S19,A1991,ARP1,ARP3,19:20,20:35,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1012,ARP3,ARP1,19:20,20:30,B,Y,Y,,,Y,,,20190331,20191026,N
S19,J1264,ARP1,ARP3,19:20,20:30,J,,,Y,,,,,20190417,20191023,N
S19,F1231,ARP1,ARP3,19:25,20:35,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,A1982,ARP3,ARP1,19:30,20:40,A,Y,Y,Y,Y,,Y,,20190331,20191026,N
S19,B1827,ARP1,ARP2,19:30,20:25,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1207,ARP2,ARP1,19:30,20:25,H,Y,Y,Y,Y,Y,Y,Y,20190503,20191026,N
S19,H1133,ARP1,ARP3,19:35,20:45,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,I1339,ARP1,ARP3,19:35,20:50,I,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1132,ARP1,ARP2,19:40,20:45,J,,,,,,,Y,20190331,20191020,N
S19,J1127,ARP2,ARP1,19:40,20:40,J,,,,,,,Y,20190331,20191020,N
S19,L1704,ARP1,ARP3,8:25,9:35,L,,,Y,,,,,20190401,20191026,N
S19,L1714,ARP1,ARP3,11:40,12:50,L,,Y,,,,Y,,20190401,20191026,N
S19,L1718,ARP1,ARP3,12:45,13:55,L,Y,,Y,Y,Y,,Y,20190401,20191026,N
S19,L1702,ARP3,ARP1,7:55,,L,Y,Y,Y,Y,Y,Y,Y,20190401,20191027,N
S19,L1704,ARP3,ARP1,8:25,,L,,Y,,,,,,20190401,20191027,N
S19,L1706,ARP3,ARP1,8:45,,L,Y,Y,Y,Y,Y,Y,Y,20190401,20191027,N
S19,L1708,ARP3,ARP1,10:00,,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1710,ARP3,ARP1,11:05,,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1712,ARP3,ARP1,11:35,,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1714,ARP3,ARP1,11:40,,L,,Y,,,,Y,,20190331,20191026,N
S19,L1716,ARP3,ARP1,12:15,,L,,Y,,Y,,Y,,20190331,20191026,N
S19,L1718,ARP3,ARP1,12:45,,L,Y,,Y,Y,Y,,Y,20190331,20191026,N
S19,L1720,ARP3,ARP1,13:30,,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1722,ARP3,ARP1,15:05,,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1724,ARP3,ARP1,15:50,,L,,Y,,Y,,Y,,20190331,20191026,N
S19,L1726,ARP3,ARP1,16:20,,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1728,ARP3,ARP1,17:05,,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1730,ARP3,ARP1,19:25,,L,,Y,,Y,,Y,,20190331,20191026,N
S19,L1732,ARP3,ARP1,19:55,,L,Y,Y,Y,Y,Y,,Y,20190331,20191026,N
S19,L1734,ARP3,ARP1,20:30,,L,Y,Y,Y,Y,Y,Y,Y,20190418,20191026,N
S19,L1736,ARP3,ARP1,21:05,,L,Y,,Y,,Y,,Y,20190331,20191026,N
S19,J1127,ARP2,ARP1,19:40,20:40,J,Y,Y,Y,Y,Y,Y,,20190401,20191026,N
S19,F1233,ARP1,ARP3,19:45,20:55,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,F1228,ARP3,ARP1,19:45,20:55,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1208,ARP1,ARP2,19:50,21:05,H,Y,Y,Y,,,,,20190331,20191026,N
S19,A1986,ARP3,ARP1,19:50,21:00,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1208,ARP1,ARP2,19:50,20:30,H,,,,,Y,,,20190331,20191026,N
S19,J1261,ARP3,ARP1,19:50,21:00,J,Y,Y,Y,Y,Y,Y,Y,20190603,20191026,N
S19,J1337,ARP9,ARP1,19:50,20:50,J,,,,,Y,,Y,20190331,20191025,N
S19,H1208,ARP1,ARP2,19:50,20:45,H,,,,,,Y,Y,20190331,20191026,N
S19,J1637,ARP12,ARP1,19:55,20:55,J,,,,,Y,,Y,20190331,20191025,N
S19,B1024,ARP3,ARP1,20:00,21:20,B,Y,,,Y,,,,20190331,20191026,N
S19,J1130,ARP1,ARP2,20:00,21:05,J,Y,,,,,,Y,20190805,20190901,N
S19,B1894,ARP5,ARP1,20:00,21:00,B,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1126,ARP3,ARP1,20:00,21:10,H,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,B1826,ARP2,ARP1,20:00,20:55,B,,,,,Y,,Y,20190331,20191026,N
S19,J1130,ARP1,ARP2,20:00,21:05,J,Y,Y,Y,,,,Y,20190729,20190804,N
S19,J1130,ARP1,ARP2,20:00,21:05,J,Y,,Y,,,,Y,20190902,20191023,N
S19,J1130,ARP1,ARP2,20:00,21:05,J,,Y,,Y,Y,Y,,20190903,20191026,N
S19,J1130,ARP1,ARP2,20:00,21:05,J,,Y,Y,Y,Y,Y,,20190801,20190831,N
S19,J1130,ARP1,ARP2,20:00,21:05,J,,,,,,Y,Y,20190525,20190728,N
S19,J1264,ARP1,ARP3,20:00,21:10,J,,,,,Y,Y,Y,20190531,20190728,N
S19,J1264,ARP1,ARP3,20:00,21:10,J,Y,,,,,,,20190603,20190722,N
S19,J1264,ARP1,ARP3,20:00,21:10,J,Y,,,,,Y,,20190729,20191026,N
S19,L1702,ARP3,ARP1,,9:05,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1704,ARP3,ARP1,,9:35,L,,,Y,,,,,20190331,20191026,N
S19,L1706,ARP3,ARP1,,9:55,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1708,ARP3,ARP1,,11:10,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1710,ARP3,ARP1,,12:15,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1712,ARP3,ARP1,,12:45,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1714,ARP3,ARP1,,12:50,L,,Y,,,,Y,,20190331,20191026,N
S19,L1716,ARP3,ARP1,,13:25,L,,Y,,Y,,Y,,20190331,20191026,N
S19,L1718,ARP3,ARP1,,13:55,L,Y,,Y,Y,Y,,Y,20190331,20191026,N
S19,L1720,ARP3,ARP1,,14:40,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1722,ARP3,ARP1,,16:15,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1724,ARP3,ARP1,,17:00,L,,Y,,Y,,Y,,20190331,20191026,N
S19,L1726,ARP3,ARP1,,17:30,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1728,ARP3,ARP1,,18:15,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1730,ARP3,ARP1,,20:35,L,,Y,,Y,,Y,,20190331,20191026,N
S19,L1732,ARP3,ARP1,,21:05,L,Y,Y,Y,Y,Y,,Y,20190331,20191026,N
S19,L1734,ARP3,ARP1,,21:40,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1736,ARP3,ARP1,,,L,Y,,Y,,Y,,Y,20190331,20191026,N
S19,L1708,ARP3,ARP1,10:00,11:10,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1716,ARP3,ARP1,12:15,13:25,L,,Y,,Y,,Y,,20190331,20191026,N
S19,L1718,ARP3,ARP1,12:45,13:55,L,Y,,Y,Y,Y,,Y,20190331,20191026,N
S19,L1728,ARP3,ARP1,17:05,18:15,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,L1730,ARP3,ARP1,19:25,20:35,L,,Y,,Y,,Y,,20190331,20191026,N
S19,L1734,ARP3,ARP1,20:30,21:40,L,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1264,ARP1,ARP3,20:00,21:10,J,,,,,Y,,Y,20190802,20191025,N
S19,J1130,ARP1,ARP2,20:00,21:05,J,Y,Y,Y,Y,Y,,,20190520,20190726,N
S19,B1826,ARP2,ARP1,20:00,20:55,B,Y,Y,Y,Y,,Y,,20190331,20191026,N
S19,J1612,ARP1,ARP5,20:05,21:05,J,,Y,Y,,Y,Y,Y,20190903,20191026,N
S19,J1612,ARP1,ARP5,20:05,21:05,J,Y,,,Y,,,,20190902,20191024,N
S19,J1612,ARP1,ARP5,20:05,21:05,J,,Y,Y,Y,Y,Y,Y,20190730,20190901,N
S19,J1612,ARP1,ARP5,20:05,21:05,J,Y,,,,,,,20190805,20190826,N
S19,J1612,ARP1,ARP5,20:05,21:05,J,Y,,,Y,,,,20190520,20190729,N
S19,J1612,ARP1,ARP5,20:05,21:05,J,,Y,Y,,Y,Y,Y,20190521,20190728,N
S19,J1637,ARP12,ARP1,20:05,21:05,J,Y,Y,Y,Y,,Y,,20190805,20191026,N
S19,J1637,ARP12,ARP1,20:05,21:05,J,,,,Y,,,,20190801,20190801,N
S19,J1637,ARP12,ARP1,20:05,21:05,J,Y,Y,Y,,,Y,,20190729,20190803,N
S19,J1637,ARP12,ARP1,20:05,21:05,J,Y,Y,Y,Y,,Y,,20190520,20190727,N
S19,B1850,ARP4,ARP1,20:05,21:00,B,Y,Y,Y,Y,Y,Y,Y,20190513,20191026,N
S19,B1022,ARP3,ARP1,20:10,21:25,B,,Y,,,Y,,,20190331,20191026,N
S19,A1992,ARP3,ARP1,20:20,21:30,A,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,H1208,ARP1,ARP2,20:20,21:35,H,,,,Y,,,,20190331,20190704,N
S19,F1230,ARP3,ARP1,20:25,21:35,F,Y,Y,Y,Y,Y,Y,Y,20190331,20191026,N
S19,J1266,ARP1,ARP3,20:30,21:40,J,,,,,Y,,,20190419,20190726,N
S19,J1263,ARP3,ARP1,20:30,21:40,J,Y,,,,,,,20190401,20191021,N
